CONCEPT_CODE	CONCEPT_NAME	DOMAIN_ID	CONCEPT_CLASS_ID	STANDARD_CONCEPT	VOCABULARY_ID	VOCABULARY_NAME
OMOP2496861	Ajmaline / rescinnamine / Reserpine / Sarpagine / yohimbine Injectable Solution	Drug	Clinical Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2498600	Clofenamide / Dihydralazine / Rauwolfia preparation Oral Tablet [Ipharon]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2498674	Chlorthalidone / Clonidine Oral Tablet [Combipresan]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2498998	Atropa belladonna fruiting top extract / Barium / CRATAEGUS LAEVIGATA FRUIT / Digitalis purpurea whole extract / Rauwolfia preparation / Selenicereus grandiflorus stem extract / Spigelia anthelmia preparation / ... Oral Solution [Rd Reichel]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2499298	Acetylandromedol / CRATAEGUS LAEVIGATA FRUIT / european olive pollen extract / Rauwolfia preparation Oral Capsule [Rauwoplant]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2500732	Nitroprusside 12 MG/ML Injectable Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2501067	Mefruside 7.5 MG / Reserpine 0.075 MG Oral Capsule Box of 280	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2501630	Hydrochlorothiazide 25 MG / Reserpine 0.125 MG / Triamterene 50 MG Oral Tablet Box of 100	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2501759	Guanfacine 1 MG Oral Tablet Box of 500	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2502465	Diazoxide 15 MG/ML Injectable Solution Box of 10	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2502683	CRATAEGUS LAEVIGATA FRUIT 50 MG / Reserpine 0.25 MG Oral Tablet Box of 100	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2502684	CRATAEGUS LAEVIGATA FRUIT 0.0128 MG/ML / Rauwolfia preparation 0.00064 MG/ML / Reserpine 0.00064 MG/ML / Viscum album preparation 0.0064 MG/ML Oral Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2502772	Caffeine 0.000143 MG/ML / Gelsemium Sempervirens Preparation 0.000143 MG/ML / Matricaria chamomilla flowering top oil 0.000143 MG/ML / Passiflora incarnata extract 0.0143 MG/ML / Reserpine 0.00000143 MG/ML / ... Injectable Solution Box of 5	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2502853	Clopamide 5 MG / Reserpine 0.1 MG Oral Tablet Box of 30	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2503299	Camphor 0.2 MG/ML / hypophysis extract 0.00002 MG/ML / Prunus spinosa fruit extract 0.002 MG/ML / VERATRUM ALBUM Preparation 0.2 MG/ML Injectable Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2503459	buthiazide 5 MG / Dihydralazine 58 MG / Metipranolol 40 MG Extended Release Oral Capsule Box of 50	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2503602	Betula pubescens bark extract 40 MG / Equisetum arvense branch extract 40 MG / Rauwolfia preparation 1 MG / Valeriana officinalis whole extract 50 MG / Viscum album preparation 50 MG Oral Tablet Box of 30	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2503701	Benzclortiazide 5 MG / rescinnamine 0.3 MG Oral Tablet	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2503748	Barium 0.015 MG/ML / Gold 0.00015 MG/ML / Rauwolfia preparation 0.0002 MG/ML / Viscum album preparation 30 MG/ML Oral Solution	Drug	Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2503935	Arnica extract 0.01 MG/ML / CRATAEGUS LAEVIGATA FRUIT 200 MG/ML / Gelsemium Sempervirens Preparation 0.001 MG/ML / Ginseng Preparation 25 MG/ML / Rauwolfia preparation 200 MG/ML Oral Solution Box of 1	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2504308	ajmalicine 0.7 MG / buthiazide 3.3 MG / rescinnamine 0.07 MG / Reserpine 0.07 MG Oral Tablet Box of 500	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2504309	ajmalicine 0.7 MG / buthiazide 3.3 MG / Chromonar 150 MG / Potassium 300 MG / rescinnamine 0.07 MG / Reserpine 0.07 MG Oral Tablet Box of 50	Drug	Clinical Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2505122	urapidil 60 MG Extended Release Oral Capsule [Alpha Depressan] Box of 400	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2505126	urapidil 30 MG Extended Release Oral Capsule [Ebrantil] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2506702	Reserpine 1 MG Oral Tablet [Serpasil]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2506708	Reserpine 0.2 MG Oral Tablet [Sedaraupin] Box of 250	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2507167	Prazosin 5 MG Oral Tablet [Adversuten] Box of 60	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2507170	Prazosin 1 MG Oral Tablet [Eurex]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2508808	moxonidine 0.4 MG Oral Tablet [Moxonidin Pharma]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2508811	moxonidine 0.4 MG Oral Tablet [Moxonidin Actavis]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2508813	moxonidine 0.2 MG Delayed Release Oral Tablet [Normoxin] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2508816	moxonidine 0.2 MG Oral Tablet [Moxonidin Al] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2508819	moxonidine 0.3 MG Oral Tablet [Moxonidin Heumann] Box of 500	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2508822	moxonidine 0.3 MG Oral Tablet [Cynt] Box of 500	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2508824	moxonidine 0.3 MG Oral Tablet [Moxonidin 1a Pharma] Box of 30	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2509324	Methyldopa 250 MG Oral Tablet [Sembrina] Box of 60	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2509553	Mefruside 7.5 MG / Reserpine 0.075 MG Oral Capsule [Bendigon] Box of 280	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2511360	Guanfacine 2 MG Oral Tablet [Estulic] Box of 500	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2511361	Guanfacine 4 MG Oral Tablet [Intuniv]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2511706	Furosemide 60 MG / Reserpine 0.4 MG Oral Capsule [Nortensin] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2512800	Doxazosin 4 MG Extended Release Oral Tablet [Jutalar] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2512802	Doxazosin 4 MG Extended Release Oral Tablet [Doxazosin Al]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2512803	Doxazosin 4 MG Extended Release Oral Tablet [Diblocin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2512816	Doxazosin 1 MG Oral Tablet [Doxazosin Stada]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2512819	Doxazosin 1 MG Oral Tablet [Doxazomerck] Box of 20	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2512826	Doxazosin 2 MG Oral Tablet [Doxazosin Dura] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2513589	CRATAEGUS LAEVIGATA FRUIT 30 MG/ML / Rauwolfia preparation 20 MG/ML / Viscum album preparation 20 MG/ML Injectable Solution [Cefatonin] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2513604	CRATAEGUS LAEVIGATA FRUIT 4.2 MG / etofylline 8 MG / european olive pollen extract 6.4 MG / Juniperus communis whole extract 3.1 MG / Rauwolfia preparation 0.6 MG / Rutin 18 MG / Valeriana officinalis whole extract 2.1 MG / ... Oral Tablet [Arte Rautin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2513652	Convallaria majalis extract 0.9 MG / Rauwolfia preparation 1 MG Oral Tablet [Raucolyt] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2513842	Clonidine 0.15 MG / Hydrochlorothiazide 5 MG / Triamterene 10 MG Oral Tablet [Haemiton]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2513846	Clonidine 0.3 MG Oral Tablet [Catapresan] Box of 100	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2514226	Chlorthalidone 25 MG / Reserpine 0.125 MG Oral Tablet [Darebon] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2514227	Chlorthalidone 25 MG / Reserpine 0.125 MG Oral Tablet [Darebon] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2514228	Chlorthalidone 50 MG / Reserpine 0.25 MG Oral Tablet [Darebon] Box of 300	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2515544	Benzclortiazide 5 MG / diisopropylamine 30 MG / rescinnamine 0.3 MG Oral Tablet [Rivapress] Box of 25	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2515578	Bendroflumethiazide 2.5 MG / Hydralazine 25 MG / Propranolol 60 MG Oral Capsule [Docidrazin] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2515936	Arnica extract 2 MG/ML / Camphor 0.02 MG/ML / CRATAEGUS LAEVIGATA FRUIT 6 MG/ML / Drimia maritima bulb extract 0.002 MG/ML / Selenicereus grandiflorus stem extract 1 MG/ML / ... Oral Solution [Corvipas] Box of 1	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2516462	Alpinia officinarum leaf extract 5 MG/ML / Anamirta cocculus whole extract 0.005 MG/ML / Apomorphine 0.000001 MG/ML / Camphor 10 MG/ML / Cephaelis Ipecacuanha Preparation 0.01 MG/ML / ... Oral Solution [Retroplex] Box of 1	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2516466	Aloe Extract 0.11 MG/ML / Cinchona bark extract 1.7 MG/ML / Garcinia cambogia preparation 0.00013 MG/ML / Rheum officinale whole extract 110 MG/ML / Sanguinaria canadensis extract 1.12 MG/ML / ... Oral Solution [Xysmalobium Afraplex]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2516518	Allium sativum whole extract 1 MG / CRATAEGUS LAEVIGATA FRUIT 6 MG / Rauwolfia preparation 7.5 MG / Rutin 10 MG / Viscum album preparation 30 MG Oral Capsule [Asgoviscum] Box of 1000	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2516933	6-(Diethylaminomethyl)Rutin 17 MG / CRATAEGUS LAEVIGATA FRUIT 20 MG / Hexamethonium Hydroxide 40 MG / Hydrochlorothiazide 17 MG / Potassium 145 MG / Rauwolfia preparation 0.5 MG / Reserpine 0.075 MG Oral Tablet [Raucombin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2517290	urapidil 90 MG Extended Release Oral Capsule [Ebrantil] Box of 20 by Takeda	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2518452	Prazosin 1 MG Oral Capsule Box of 100 by Ratiopharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2518455	Prazosin 2 MG Oral Tablet Box of 20 by Ratiopharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2518540	Polythiazide 0.25 MG / Prazosin 0.5 MG Oral Tablet [Polypress] Box of 100 by Pfizer	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2519348	moxonidine 0.4 MG Oral Tablet [Cynt] Box of 500 by Lilly	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2519354	moxonidine 0.2 MG Delayed Release Oral Tablet [Moxobeta] Box of 30 by Betapharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2519358	moxonidine 0.3 MG Oral Tablet Box of 100 by Ratiopharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2519518	Minoxidil 10 MG Oral Tablet [Lonolox] Box of 300 by Pfizer	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2519521	Minoxidil 10 MG Oral Tablet [Loniten] Box of 30 by Aca Mueller	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2519680	Methyldopa 250 MG Extended Release Oral Tablet [Presinol] Box of 30 by Bayer	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2520739	Guanfacine 1 MG Oral Tablet [Intuniv] Box of 28 by Shire	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2521511	Doxazosin 4 MG Oral Tablet Box of 100 by Ratiopharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2521515	Doxazosin 4 MG Oral Tablet [Doxazosin Beta] Box of 50 by Betapharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2521519	Doxazosin 4 MG Oral Tablet [Doxazosin Abz] Box of 50 by AbZ-Pharma	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2521523	Doxazosin 1 MG Oral Tablet Box of 20 by Azupharma	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2521528	Doxazosin 2 MG Oral Tablet [Doxagamma] Box of 20 by AAA-Pharma	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2521962	Clonidine 0.3 MG Oral Tablet [Catapresan] Box of 100 by Gerke	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2521964	Clonidine 0.3 MG Oral Tablet Box of 50 by 3M	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2521967	Clonidine 0.075 MG Oral Tablet [Clonidin Ratiopharm] Box of 50 by Ratiopharm	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2521968	Clonidine 0.075 MG Oral Tablet [Catapresan] Box of 100 by Boehringer Ingelheim	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2521970	Clonidine 0.3 MG Oral Tablet [Catapresan] Box of 100 by Mtk	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2521974	Clonidine 0.15 MG Oral Tablet [Catapresan] Box of 100 by Arwypo	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2521975	Clonidine 0.15 MG Oral Tablet [Catapresan] Box of 50 by Arwypo	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2525403	1 ML CRATAEGUS LAEVIGATA FRUIT 30 MG/ML / Rauwolfia preparation 20 MG/ML / Viscum album preparation 20 MG/ML Injectable Solution [Cefatonin]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2526094	1 ML Clonidine 0.15 MG/ML Injectable Solution [Haemiton] Box of 5 by TEVA	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2526903	1 ML Camphor 0.2 MG/ML / hypophysis extract 0.00002 MG/ML / Prunus spinosa fruit extract 0.002 MG/ML / VERATRUM ALBUM Preparation 0.2 MG/ML Injectable Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2527692	1 ML Reserpine 1 MG/ML Injectable Solution [Sedaraupin] Box of 50	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2527890	1 ML Clonidine 0.15 MG/ML Injectable Solution [Paracefan] Box of 50	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2529653	1 ML Reserpine 2.5 MG/ML Injectable Solution [Reserpin Hameln]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2530266	1 ML Ajmaline 0.14 MG/ML / rescinnamine 0.25 MG/ML / Reserpine 0.1 MG/ML / Sarpagine 0.06 MG/ML / yohimbine 0.6 MG/ML Injectable Solution Box of 50	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2531012	1 ML Reserpine 1 MG/ML Injectable Solution [Serpasil] Box of 100	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2531015	1 ML Reserpine 2.5 MG/ML Injectable Solution [Reserpin Hameln] Box of 5	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2531230	1 ML Clonidine 0.15 MG/ML Injectable Solution [Haemiton]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2531615	1 ML CRATAEGUS LAEVIGATA FRUIT 30 MG/ML / Rauwolfia preparation 20 MG/ML / Viscum album preparation 20 MG/ML Injectable Solution Box of 10	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2532181	1 ML Reserpine 1 MG/ML Injectable Solution Box of 5	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2532291	1 ML Clonidine 0.15 MG/ML Injectable Solution Box of 50	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2532588	1 ML Camphor 0.1 MG/ML / hypophysis extract 0.00001 MG/ML / Prunus spinosa fruit extract 0.001 MG/ML / VERATRUM ALBUM Preparation 0.1 MG/ML Injectable Solution [Skorodit Kreislauf]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2534348	1 ML Ajmaline 0.14 MG/ML / rescinnamine 0.25 MG/ML / Reserpine 0.1 MG/ML / Sarpagine 0.06 MG/ML / yohimbine 0.6 MG/ML Injectable Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2534648	1 ML Ajmaline 0.14 MG/ML / rescinnamine 0.25 MG/ML / Reserpine 0.1 MG/ML / Sarpagine 0.06 MG/ML / yohimbine 0.6 MG/ML Injectable Solution [Rauwopur] Box of 50	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2534849	1 ML Reserpine 2.5 MG/ML Injectable Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2535246	1 ML Clonidine 1 MG/ML Injectable Solution [Haemiton]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2535876	1 ML Clonidine 0.15 MG/ML Injectable Solution [Clonidin Ratiopharm]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2537419	2 ML Caffeine 0.000143 MG/ML / Gelsemium Sempervirens Preparation 0.000143 MG/ML / Matricaria chamomilla flowering top oil 0.000143 MG/ML / Passiflora incarnata extract 0.0143 MG/ML / Reserpine 0.00000143 MG/ML / ... Injectable Solution Box of 200	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2537722	2 ML Arnica extract 0.036 MG/ML / Atropa belladonna fruiting top extract 0.0036 MG/ML / Calcium 0.0000000035 MG/ML / Selenicereus grandiflorus stem extract 0.036 MG/ML / Silicon Dioxide 0.0000000035 MG/ML / ... Injectable Solution [Homocent] Box of 500	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2539527	2 ML Arnica extract 0.036 MG/ML / Atropa belladonna fruiting top extract 0.0036 MG/ML / Calcium 0.0000000035 MG/ML / Selenicereus grandiflorus stem extract 0.036 MG/ML / Silicon Dioxide 0.0000000035 MG/ML / ... Injectable Solution Box of 5	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2543481	2 ML Caffeine 0.000143 MG/ML / Gelsemium Sempervirens Preparation 0.000143 MG/ML / Matricaria chamomilla flowering top oil 0.000143 MG/ML / Passiflora incarnata extract 0.0143 MG/ML / ... Injectable Solution [Dysto Loges] Box of 200	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2544016	2 ML Caffeine 0.000143 MG/ML / Gelsemium Sempervirens Preparation 0.000143 MG/ML / Matricaria chamomilla flowering top oil 0.000143 MG/ML / Passiflora incarnata extract 0.0143 MG/ML / ... Injectable Solution [Dysto Loges] Box of 5	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2544568	2 ML Arnica extract 0.036 MG/ML / Atropa belladonna fruiting top extract 0.0036 MG/ML / Calcium 0.0000000035 MG/ML / Selenicereus grandiflorus stem extract 0.036 MG/ML / Silicon Dioxide 0.0000000035 MG/ML / ... Injectable Solution [Homocent]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2551971	5 ML urapidil 5.48 MG/ML Injectable Solution [Urapidil Stragen]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2553022	5 ML urapidil 5.48 MG/ML Injectable Solution [Urapidil Ratiopharm] Box of 5	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2553184	5 ML Dihydralazine 6.6 MG/ML Injectable Solution [Depressan]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2555068	5 ML Nitroprusside 12 MG/ML Injectable Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2555636	5 ML Methyldopa 50 MG/ML Injectable Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2556922	5 ML Methyldopa 50 MG/ML Injectable Solution [Presinol] Box of 5	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2560623	10 ML Ajmaline 0.19 MG/ML / rescinnamine 0.25 MG/ML / Reserpine 0.1 MG/ML / Sarpagine 0.01 MG/ML / yohimbine 0.6 MG/ML Oral Solution [Rauwopur]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2568552	10 ML urapidil 5.47 MG/ML Injectable Solution [Urapidil Stragen] Box of 5	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2569051	10 ML Reserpine 0.5 MG/ML Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2570047	10 ML Ajmaline 0.19 MG/ML / rescinnamine 0.25 MG/ML / Reserpine 0.1 MG/ML / Sarpagine 0.01 MG/ML / yohimbine 0.6 MG/ML Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2574383	20 ML urapidil 5.45 MG/ML Injectable Solution [Urapidil Pharmore] Box of 5	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2574772	20 ML urapidil 5.45 MG/ML Injectable Solution [Urapidil Ratiopharm]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2574890	20 ML CRATAEGUS LAEVIGATA FRUIT 60 MG/ML / Rauwolfia preparation 40 MG/ML / Viscum album preparation 40 MG/ML Oral Solution [Cefatonin]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2574987	20 ML urapidil 5.45 MG/ML Injectable Solution Box of 50	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2575802	20 ML CRATAEGUS LAEVIGATA FRUIT 60 MG/ML / Rauwolfia preparation 40 MG/ML / Viscum album preparation 40 MG/ML Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2576024	20 ML Adonis vernalis extract 100 MG/ML / Arnica montana Extract 50 MG/ML / Convallaria majalis extract 100 MG/ML / CRATAEGUS LAEVIGATA FRUIT 200 MG/ML / Juniperus communis whole extract 50 MG/ML / ... Oral Solution [Verus]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2576997	20 ML urapidil 5.45 MG/ML Injectable Solution [Urapidil Pharmore]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2577210	20 ML Diazoxide 15 MG/ML Injectable Solution [Hypertonalum] Box of 1 by Merck	Drug	Marketed Product	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2577729	20 ML Aconitum napellus extract 0.01 MG/ML / Arnica extract 0.01 MG/ML / Atropa belladonna fruiting top extract 0.01 MG/ML / Bryonia preparation 0.1 MG/ML / Eucalyptus globulus pollen extract 1 MG/ML / ... Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2577760	20 ML Rauwolfia preparation 150 MG/ML / Valeriana officinalis whole extract 100 MG/ML Oral Solution [Valoraupin]	Drug	Quant Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2578114	20 ML urapidil 5.45 MG/ML Injectable Solution [Urapidil Ratiopharm] Box of 5	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2578813	20 ML Rauwolfia preparation 150 MG/ML / Valeriana officinalis whole extract 100 MG/ML Oral Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2579070	20 ML Diazoxide 15 MG/ML Injectable Solution [Hypertonalum] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2579641	20 ML Diazoxide 15 MG/ML Injectable Solution Box of 1	Drug	Quant Clinical Box	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2580081	20 ML Arnica extract 5 MG/ML / Camphor 0.5 MG/ML / CRATAEGUS LAEVIGATA FRUIT 15 MG/ML / Drimia maritima bulb extract 0.005 MG/ML / Selenicereus grandiflorus stem extract 2.5 MG/ML / Strophanthus kombe whole extract 0.000005 MG/ML / ... Oral Solution	Drug	Quant Clinical Drug	S	RxNorm Extension	OMOP RxNorm Extension
OMOP2581910	25 ML Diphenhydramine 20 MG/ML / Humulus lupulus whole extract 245 MG/ML / Potentilla anserina whole extract 63.6 MG/ML / Rauwolfia preparation 2 MG/ML / Valeriana officinalis whole extract 117 MG/ML Oral Solution [Euvegal] Box of 1	Drug	Quant Branded Box	S	RxNorm Extension	OMOP RxNorm Extension
