ATC_5th	ATC_name	brand_name	CONCEPT_ID	CONCEPT_CODE	CONCEPT_NAME	DOMAIN_ID	CONCEPT_CLASS_ID	STANDARD_CONCEPT	VOCABULARY_ID	VOCABULARY_NAME
A10BG03	pioglitazone; oral	yungjin glitzone	42968888	OMOP4695328	pioglitazone 15 MG [YUNGJIN GLITZONE]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piogle	42968892	OMOP4695332	pioglitazone 15 MG [PIOGLE]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piolita	42968894	OMOP4695334	pioglitazone 15 MG [PIOLITA]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	cj pioglitazone	42968900	OMOP4695340	pioglitazone 30 MG Oral Tablet [CJ PIOGLITAZONE]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	k-tos	42968904	OMOP4695344	pioglitazone 30 MG [K-TOS]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pioridone	42968905	OMOP4695345	pioglitazone 30 MG [PIORIDONE]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	glyta	42968910	OMOP4695350	pioglitazone Oral Tablet [GLYTA]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	enpitos	42968922	OMOP4695362	pioglitazone Oral Tablet [ENPITOS]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	actozon	42968927	OMOP4695367	pioglitazone Oral Tablet [ACTOZON]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piggly	42968937	OMOP4695377	pioglitazone Oral Tablet [PIGGLY]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piolidone	42968941	OMOP4695381	pioglitazone Oral Tablet [PIOLIDONE]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piomin	42968942	OMOP4695382	pioglitazone Oral Tablet [PIOMIN]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piovex	42968946	OMOP4695385	pioglitazone Oral Tablet [PIOVEX]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piodin	42968947	OMOP4695386	pioglitazone Oral Tablet [PIODIN]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piomax	42968950	OMOP4695389	pioglitazone Oral Tablet [PIOMAX]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	actazon	42968955	OMOP4695394	pioglitazone Oral Tablet [ACTAZON]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	actien	42968956	OMOP4695395	pioglitazone Oral Tablet [ACTIEN]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	actopin	42968958	OMOP4695397	pioglitazone Oral Tablet [ACTOPIN]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	glezone	42968960	OMOP4695399	pioglitazone Oral Tablet [GLEZONE]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	griffin	42968961	OMOP4695400	pioglitazone Oral Tablet [GRIFFIN]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pioacti	42968966	OMOP4695405	pioglitazone Oral Tablet [PIOACTI]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pioglu	42968968	OMOP4695407	pioglitazone Oral Tablet [PIOGLU]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piosta	42968972	OMOP4695411	pioglitazone Oral Tablet [PIOSTA]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	vexazone	43257192	OMOP545241	pioglitazone 30 MG Oral Tablet [Vexazone] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pizaccord	43257199	OMOP545299	pioglitazone 15 MG [Pizaccord]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	acpio	43262583	OMOP545235	pioglitazone 30 MG Oral Tablet [Acpio] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	prioten	43262584	OMOP545243	pioglitazone 45 MG [Prioten]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	prioten	43268060	OMOP545333	pioglitazone 15 MG Oral Tablet [Prioten]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	actaze	43273565	OMOP545187	pioglitazone Oral Tablet [Actaze]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pizaccord	43273566	OMOP545189	pioglitazone Oral Tablet [Pizaccord]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pizaccord	43273571	OMOP545237	pioglitazone 30 MG Oral Tablet [Pizaccord] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	vexazone	43273586	OMOP545345	pioglitazone 15 MG Oral Tablet [Vexazone] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pizaccord	43278992	OMOP545341	pioglitazone 15 MG Oral Tablet [Pizaccord] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	acpio	43284380	OMOP545188	pioglitazone Oral Tablet [Acpio]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	vexazone	43284388	OMOP545293	pioglitazone 45 MG Oral Tablet [Vexazone] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	vexazone	43284395	OMOP545346	pioglitazone 15 MG Oral Tablet [Vexazone] Box of 98	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	vexazone	43289767	OMOP545240	pioglitazone 30 MG Oral Tablet [Vexazone] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	actaze	43289770	OMOP545285	pioglitazone 45 MG Oral Tablet [Actaze] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	vexazone	43289772	OMOP545291	pioglitazone 45 MG Oral Tablet [Vexazone] Box of 7	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	vexazone	43295201	OMOP545247	pioglitazone 45 MG [Vexazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	vexazone	43295210	OMOP545300	pioglitazone 15 MG [Vexazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pioglitazon stada	43588581	OMOP701945	pioglitazone 45 MG [Pioglitazon Stada]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	riodin	43606611	OMOP701971	pioglitazone 75.5 MG [Riodin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pioglitazon stada	43624463	OMOP701943	pioglitazone Oral Tablet [Pioglitazon Stada]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	riodin	43624465	OMOP701960	pioglitazone 15 MG [Riodin]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pioglitazon aurobindo	43840718	OMOP701956	pioglitazone 15 MG [Pioglitazon Aurobindo]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	ava-pioglitazone	44028080	OMOP1022711	pioglitazone 15 MG [Ava-Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	apo-pioglitazone	44028081	OMOP1022712	pioglitazone 15 MG [Apo-Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	teva-pioglitazone	44034057	OMOP1028688	pioglitazone 15 MG Oral Tablet [Teva-Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	mint-pioglitazone	44034058	OMOP1028689	pioglitazone 15 MG Oral Tablet [Mint-Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	apo-pioglitazone	44034059	OMOP1028690	pioglitazone 15 MG Oral Tablet [Apo-Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	zym-pioglitazone	44034063	OMOP1028694	pioglitazone 30 MG Oral Tablet [Zym-Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	phl-pioglitazone	44041050	OMOP1035681	pioglitazone 45 MG [Phl-Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	dom-pioglitazone	44041051	OMOP1035682	pioglitazone 45 MG [Dom-Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	ratio-pioglitazone	44041052	OMOP1035683	pioglitazone 30 MG [Ratio-Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	sandoz pioglitazone	44047079	OMOP1041710	pioglitazone 45 MG Oral Tablet [Sandoz Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pms-pioglitazone	44054120	OMOP1048751	pioglitazone 30 MG [Pms-Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	ach-pioglitazone	44060096	OMOP1054727	pioglitazone 30 MG Oral Tablet [Ach-Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	ach-pioglitazone	44067125	OMOP1061756	pioglitazone 15 MG [Ach-Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pro-pioglitazone	44067129	OMOP1061760	pioglitazone 30 MG [Pro-Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	ratio-pioglitazone	44072889	OMOP1067520	pioglitazone 15 MG Oral Tablet [Ratio-Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	ava-pioglitazone	44072894	OMOP1067525	pioglitazone 45 MG Oral Tablet [Ava-Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	ratio-pioglitazone	44072896	OMOP1067527	pioglitazone 30 MG Oral Tablet [Ratio-Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pms-pioglitazone	44072898	OMOP1067529	pioglitazone 30 MG Oral Tablet [Pms-Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	phl-pioglitazone	44072899	OMOP1067530	pioglitazone 30 MG Oral Tablet [Phl-Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	mint-pioglitazone	44079784	OMOP1074415	pioglitazone 15 MG [Mint-Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	ach-pioglitazone	44079788	OMOP1074419	pioglitazone 45 MG [Ach-Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	sandoz pioglitazone	44079790	OMOP1074421	pioglitazone 30 MG [Sandoz Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	accel pioglitazone	44085798	OMOP1080429	pioglitazone 30 MG Oral Tablet [Accel Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	dom-pioglitazone	44092781	OMOP1087412	pioglitazone 15 MG [Dom-Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	mint-pioglitazone	44095469	OMOP1090100	pioglitazone Oral Tablet [Mint-Pioglitazone]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	ava-pioglitazone	44095470	OMOP1090101	pioglitazone Oral Tablet [Ava-Pioglitazone]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	act pioglitazone	44111549	OMOP1106180	pioglitazone 45 MG Oral Tablet [Act Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	teva-pioglitazone	44118706	OMOP1113337	pioglitazone 15 MG [Teva-Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	zym-pioglitazone	44118715	OMOP1113346	pioglitazone 30 MG [Zym-Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	ava-pioglitazone	44118716	OMOP1113347	pioglitazone 30 MG [Ava-Pioglitazone]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	accel pioglitazone	44121403	OMOP1116034	pioglitazone Oral Tablet [Accel Pioglitazone]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	act pioglitazone	44124744	OMOP1119375	pioglitazone 15 MG Oral Tablet [Act Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	zym-pioglitazone	44124747	OMOP1119378	pioglitazone 45 MG Oral Tablet [Zym-Pioglitazone]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	actos	1525216	261266	pioglitazone 15 MG Oral Tablet [Actos]	Drug	Branded Drug	S	RxNorm	RxNorm (NLM)
A10BG03	pioglitazone; oral	c-tos	2012182	OMOP4956513	pioglitazone 15 MG Oral Tablet [C-TOS]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	dia-ex	2012184	OMOP4956515	pioglitazone 15 MG Oral Tablet [DIA-EX]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	c-tos	2012189	OMOP4956583	pioglitazone 15 MG [C-TOS]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pazone	2055645	OMOP4956463	pioglitazone 30 MG Oral Tablet [PAZONE]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piglito	2055650	OMOP4956469	pioglitazone 30 MG Oral Tablet [PIGLITO]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piglito	2055664	OMOP4956483	pioglitazone 30 MG [PIGLITO]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	dmzone	2055699	OMOP4956521	pioglitazone 15 MG Oral Tablet [DMZONE]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	glibet	2055703	OMOP4956525	pioglitazone 15 MG Oral Tablet [GLIBET]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	glidia	2055708	OMOP4956529	pioglitazone 15 MG Oral Tablet [GLIDIA]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	glupio	2055715	OMOP4956535	pioglitazone 15 MG Oral Tablet [GLUPIO]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	hantos	2055720	OMOP4956540	pioglitazone 15 MG Oral Tablet [HANTOS]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	new piolita	2055722	OMOP4956544	pioglitazone 15 MG Oral Tablet [NEW PIOLITA]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piogril	2055729	OMOP4956551	pioglitazone 15 MG Oral Tablet [PIOGRIL]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piorin	2055735	OMOP4956557	pioglitazone 15 MG Oral Tablet [PIORIN]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piosk	2055737	OMOP4956559	pioglitazone 15 MG Oral Tablet [PIOSK]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piotwo	2055747	OMOP4956570	pioglitazone 15 MG Oral Tablet [PIOTWO]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piozide	2055749	OMOP4956572	pioglitazone 15 MG Oral Tablet [PIOZIDE]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	antos	2055758	OMOP4956582	pioglitazone 15 MG [ANTOS]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	dmmet	2055760	OMOP4956586	pioglitazone 15 MG [DMMET]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	dmzone	2055761	OMOP4956587	pioglitazone 15 MG [DMZONE]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	dybezone	2055762	OMOP4956588	pioglitazone 15 MG [DYBEZONE]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	hantos	2055769	OMOP4956596	pioglitazone 15 MG [HANTOS]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piot	2055778	OMOP4956606	pioglitazone 15 MG [PIOT]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piotwo	2055782	OMOP4956610	pioglitazone 15 MG [PIOTWO]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	dmmet	2055792	OMOP4956622	pioglitazone Oral Tablet [DMMET]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	dmzone	2055793	OMOP4956623	pioglitazone Oral Tablet [DMZONE]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piopin	2055808	OMOP4956639	pioglitazone Oral Tablet [PIOPIN]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piorin	2055810	OMOP4956641	pioglitazone Oral Tablet [PIORIN]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piota	2055813	OMOP4956644	pioglitazone Oral Tablet [PIOTA]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	piotos	2055816	OMOP4956646	pioglitazone Oral Tablet [PIOTOS]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	atilos	2920018	OMOP5136834	pioglitazone 45 MG Oral Tablet [Atilos] Box of 98	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	atilos	2920019	OMOP5136835	pioglitazone 45 MG Oral Tablet [Atilos] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	atilos	2920031	OMOP5136847	pioglitazone 30 MG Oral Tablet [Atilos] Box of 7	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	atilos	2920038	OMOP5136854	pioglitazone 15 MG Oral Tablet [Atilos] Box of 98	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	atilos	2920039	OMOP5136855	pioglitazone 15 MG Oral Tablet [Atilos] Box of 50	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	atilos	2920040	OMOP5136856	pioglitazone 15 MG Oral Tablet [Atilos] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	glizofar	21035705	OMOP414912	pioglitazone 15 MG Oral Tablet [Glizofar] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	glidipion	21035707	OMOP414917	pioglitazone 15 MG Oral Tablet [Glidipion]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	diabiom	21035709	OMOP414923	pioglitazone 15 MG Oral Tablet [Diabiom] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	actos	21035722	OMOP415053	pioglitazone 45 MG Oral Tablet [Actos] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	glizofar	21045574	OMOP414909	pioglitazone 15 MG Oral Tablet [Glizofar]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	actos	21055359	OMOP414899	pioglitazone 15 MG Oral Tablet [Actos] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	glizofar	21055363	OMOP414995	pioglitazone 30 MG Oral Tablet [Glizofar] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	diabiom	21055364	OMOP415010	pioglitazone 45 MG [Diabiom]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	glizofar	21075140	OMOP415064	pioglitazone 45 MG Oral Tablet [Glizofar] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	diabiom	21104534	OMOP415073	pioglitazone 45 MG Oral Tablet [Diabiom] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	glidipion	21173211	OMOP414919	pioglitazone 15 MG Oral Tablet [Glidipion] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	actos	35150994	OMOP4808041	pioglitazone 30 MG Disintegrating Oral Tablet [Actos]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	actos	35154134	OMOP4811161	pioglitazone 15 MG Disintegrating Oral Tablet [Actos]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	actos	35160813	OMOP4817789	pioglitazone Disintegrating Oral Tablet [Actos]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	kaibaoweiyuan	35865229	OMOP5021347	pioglitazone 15 MG Oral Tablet [Kaibaoweiyuan]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	kecheng	35865232	OMOP5021350	pioglitazone 15 MG Oral Tablet [Kecheng]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	anketuo	35865234	OMOP5021352	pioglitazone 15 MG Oral Tablet [Anketuo]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	ruigelin	35865241	OMOP5021358	pioglitazone 15 MG Oral Capsule [Ruigelin]	Drug	Branded Drug	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	dunling	35865256	OMOP5021373	pioglitazone 15 MG [Dunling]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	oudibei	35865265	OMOP5021382	pioglitazone Oral Tablet [Oudibei]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	dunling	35865273	OMOP5021389	pioglitazone Oral Capsule [Dunling]	Drug	Branded Drug Form	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	kasiping	35865785	OMOP5021342	pioglitazone 30 MG [Kasiping]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	aiting	35865787	OMOP5021344	pioglitazone 30 MG [Aiting]	Drug	Branded Drug Comp	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	actos	36925880	OMOP5195394	pioglitazone 15 MG Oral Tablet [Actos] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	actos	40099898	368230	pioglitazone Oral Tablet [Actos]	Drug	Branded Drug Form	S	RxNorm	RxNorm (NLM)
A10BG03	pioglitazone; oral	actos	40872787	OMOP2070749	pioglitazone 45 MG Oral Tablet [Actos] Box of 56	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pioglitazon micro	40935020	OMOP2132982	pioglitazone 15 MG Oral Tablet [Pioglitazon Micro] Box of 196	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
A10BG03	pioglitazone; oral	pioglitazon aurobindo	40935021	OMOP2132983	pioglitazone 15 MG Oral Tablet [Pioglitazon Aurobindo] Box of 28	Drug	Branded Drug Box	S	RxNorm Extension	OMOP RxNorm Extension
