CONCEPT_CODE,CONCEPT_NAME,DOMAIN_ID,CONCEPT_CLASS_ID,STANDARD_CONCEPT,VOCABULARY_ID,VOCABULARY_NAME,brand_name
OMOP470705,Metformin / vildagliptin Delayed Release Oral Tablet [Eucreas],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,eucreas
OMOP470711,Metformin 750 MG / vildagliptin 50 MG Delayed Release Oral Tablet [Eucreas] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,eucreas
OMOP538339,Metformin 850 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538367,Metformin 1000 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538340,Metformin 850 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 360,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538324,Metformin / vildagliptin Oral Tablet [Galvumet],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538334,Metformin 850 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538355,Metformin 1000 MG / vildagliptin 50 MG [Galvumet],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538335,Metformin 850 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538365,Metformin 1000 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP351541,Metformin 850 MG / vildagliptin 50 MG [Eucreas],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,eucreas
OMOP351559,Metformin 1000 MG / vildagliptin 50 MG Oral Tablet [Eucreas],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,eucreas
OMOP351555,Metformin 1000 MG / vildagliptin 50 MG [Eucreas],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,eucreas
OMOP4802473,Metformin / vildagliptin Oral Tablet [EquMet],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,equmet
OMOP4835730,Metformin 850 MG / vildagliptin 50 MG Delayed Release Oral Tablet [Icandra] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,icandra
OMOP2041504,Metformin 850 MG / vildagliptin 50 MG Oral Tablet [Eucreas] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,eucreas
OMOP2103647,Metformin 850 MG / vildagliptin 50 MG Oral Tablet [Icandra] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,icandra
OMOP2166056,Metformin 1000 MG / vildagliptin 50 MG Oral Tablet [Icandra] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,icandra
OMOP2228419,Metformin 1000 MG / vildagliptin 50 MG Oral Tablet [Icandra],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,icandra
OMOP4669609,Metformin 500 MG / vildagliptin 50 MG Oral Tablet [GALVUSMET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,galvusmet
OMOP4669610,Metformin 500 MG / vildagliptin 50 MG [GALVUSMET],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,galvusmet
OMOP4669612,Metformin 850 MG / vildagliptin 50 MG [GALVUSMET],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,galvusmet
OMOP4669613,Metformin / vildagliptin Oral Tablet [GALVUSMET],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,galvusmet
OMOP470710,Metformin 750 MG / vildagliptin 50 MG Delayed Release Oral Tablet [Eucreas],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,eucreas
OMOP470713,Metformin 750 MG / vildagliptin 50 MG Delayed Release Oral Tablet [Eucreas] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,eucreas
OMOP538363,Metformin 1000 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538348,Metformin 500 MG / vildagliptin 50 MG Oral Tablet [Galvumet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538349,Metformin 500 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538337,Metformin 850 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538369,Metformin 1000 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 360,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538354,Metformin 500 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP4821488,Metformin / vildagliptin Delayed Release Oral Tablet [Icandra],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,icandra
OMOP4821491,Metformin 1000 MG / vildagliptin 50 MG Delayed Release Oral Tablet [Icandra] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,icandra
OMOP4821493,Metformin 1000 MG / vildagliptin 50 MG Delayed Release Oral Tablet [Icandra] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,icandra
OMOP4773428,Metformin 1000 MG / vildagliptin 50 MG Delayed Release Oral Tablet [Eucreas],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,eucreas
OMOP2134929,Metformin 1000 MG / vildagliptin 50 MG Oral Tablet [Eucreas] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,eucreas
OMOP2166057,Metformin 1000 MG / vildagliptin 50 MG Oral Tablet [Eucreas] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,eucreas
OMOP2497720,Metformin / vildagliptin Oral Tablet [Icandra],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,icandra
OMOP2509364,Metformin 850 MG / vildagliptin 50 MG Oral Tablet [Eucreas] Box of 360,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,eucreas
OMOP538368,Metformin 1000 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538352,Metformin 500 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538362,Metformin 1000 MG / vildagliptin 50 MG Oral Tablet [Galvumet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538333,Metformin 850 MG / vildagliptin 50 MG Oral Tablet [Galvumet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538336,Metformin 850 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538350,Metformin 500 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP538364,Metformin 1000 MG / vildagliptin 50 MG Oral Tablet [Galvumet] Box of 30,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,galvumet
OMOP5146972,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Nesina] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5146974,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Nesina] Box of 112,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5146976,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Nesina] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5146979,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Nesina] Box of 14,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5146983,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Vipdomet] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5146989,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Vipdomet] Box of 14,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147003,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Nesina] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147006,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Nesina] Box of 98,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147008,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Nesina] Box of 28,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147015,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Vipdomet] Box of 112,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147018,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Vipdomet] Box of 28,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147034,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Nesina] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147040,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Nesina] Box of 20,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147049,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Vipdomet] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147067,alogliptin 12.5 MG / metformin 500 MG [Vipdomet],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP351596,alogliptin 12.5 MG / Metformin 1000 MG [Vipdomet],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP351608,alogliptin 12.5 MG / Metformin 1000 MG Oral Tablet [Vipdomet] Box of 56,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP3123858,alogliptin 12.5 MG / Metformin 1000 MG Oral Tablet [Vipdomet] Box of 196,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP3126451,alogliptin 12.5 MG / Metformin 850 MG Oral Tablet [Vipdomet] Box of 196,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP4777710,alogliptin 12.5 MG / Metformin 1000 MG Delayed Release Oral Tablet [Vipdomet] Box of 56,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP4697150,alogliptin 12.5 MG / Metformin 500 MG Oral Tablet [NESINAMET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,nesinamet
1368395,alogliptin / metformin Oral Tablet [Kazano],Drug,Branded Drug Form,S,RxNorm,RxNorm (NLM),kazano
1368391,alogliptin 12.5 MG / metformin hydrochloride 1000 MG Oral Tablet [Kazano],Drug,Branded Drug,S,RxNorm,RxNorm (NLM),kazano
1368387,alogliptin 12.5 MG / metformin hydrochloride 1000 MG [Kazano],Drug,Branded Drug Comp,S,RxNorm,RxNorm (NLM),kazano
OMOP556058,alogliptin 12.5 MG / Metformin 500 MG [Nesina],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP555990,alogliptin 12.5 MG / Metformin 850 MG Oral Tablet [Nesina] Box of 56,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP1043287,alogliptin 12.5 MG / Metformin 850 MG Oral Tablet [Kazano],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,kazano
OMOP5146970,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Nesina] Box of 200,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5146973,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Nesina] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5146980,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Nesina] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5146982,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Vipdomet] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5146985,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Vipdomet] Box of 98,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5146986,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Vipdomet] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147001,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Nesina] Box of 200,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147005,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Nesina] Box of 112,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147012,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Vipdomet] Box of 200,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147014,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Vipdomet] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147016,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Vipdomet] Box of 98,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147020,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Vipdomet] Box of 14,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147021,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Vipdomet] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147032,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Nesina] Box of 200,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147035,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Nesina] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147036,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Nesina] Box of 112,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147037,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Nesina] Box of 98,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147038,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Nesina] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147041,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Nesina] Box of 14,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147044,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Vipdomet] Box of 196,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147046,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Vipdomet] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147047,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Vipdomet] Box of 112,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147051,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Vipdomet] Box of 28,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147053,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Vipdomet] Box of 14,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147055,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Vipdomet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP3123857,alogliptin 12.5 MG / Metformin 850 MG Oral Tablet [Vipdomet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP4777702,alogliptin 12.5 MG / Metformin 850 MG Delayed Release Oral Tablet [Vipdomet] Box of 56,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP4777703,alogliptin 12.5 MG / Metformin 850 MG Delayed Release Oral Tablet [Vipdomet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP4697148,alogliptin 12.5 MG / Metformin 1000 MG Oral Tablet [NESINAMET],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,nesinamet
OMOP4697149,alogliptin 12.5 MG / Metformin 1000 MG [NESINAMET],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,nesinamet
OMOP555723,alogliptin / Metformin Oral Tablet [Nesina],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP556398,alogliptin 12.5 MG / Metformin 1000 MG [Nesina],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5146975,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Nesina] Box of 98,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5146978,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Nesina] Box of 20,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5146987,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Vipdomet] Box of 28,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5146990,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Vipdomet] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147004,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Nesina] Box of 120,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147010,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Nesina] Box of 14,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147019,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Vipdomet] Box of 20,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147033,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Nesina] Box of 196,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147039,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Nesina] Box of 28,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147042,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Nesina] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147043,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Vipdomet] Box of 200,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147045,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Vipdomet] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147054,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Vipdomet] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP351605,alogliptin 12.5 MG / Metformin 1000 MG Oral Tablet [Vipdomet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP351595,alogliptin / Metformin Oral Tablet [Vipdomet],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP4791626,alogliptin / Metformin Oral Tablet [Inisync],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,inisync
OMOP3122692,alogliptin 12.5 MG / Metformin 850 MG [Vipdomet],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP4777708,alogliptin 12.5 MG / Metformin 1000 MG Delayed Release Oral Tablet [Vipdomet] Box of 196,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP4777711,alogliptin 12.5 MG / Metformin 1000 MG Delayed Release Oral Tablet [Vipdomet],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP4777715,alogliptin / Metformin Delayed Release Oral Tablet [Vipdomet],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP4697151,alogliptin 12.5 MG / Metformin 500 MG [NESINAMET],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,nesinamet
1368398,alogliptin 12.5 MG / metformin hydrochloride 500 MG Oral Tablet [Kazano],Drug,Branded Drug,S,RxNorm,RxNorm (NLM),kazano
OMOP556776,alogliptin 12.5 MG / Metformin 1000 MG Oral Tablet [Nesina] Box of 56,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP555966,alogliptin 12.5 MG / Metformin 850 MG Oral Tablet [Nesina],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5146971,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Nesina] Box of 196,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5146977,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Nesina] Box of 28,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5146981,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Vipdomet] Box of 200,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5146984,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Vipdomet] Box of 112,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5146988,alogliptin 12.5 MG / metformin 1000 MG Oral Tablet [Vipdomet] Box of 20,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147002,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Nesina] Box of 196,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147007,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Nesina] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147009,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Nesina] Box of 20,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147011,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Nesina] Box of 10,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP5147013,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Vipdomet] Box of 180,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147017,alogliptin 12.5 MG / metformin 850 MG Oral Tablet [Vipdomet] Box of 60,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147048,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Vipdomet] Box of 98,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147050,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Vipdomet] Box of 56,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP5147052,alogliptin 12.5 MG / metformin 500 MG Oral Tablet [Vipdomet] Box of 20,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP3123856,alogliptin 12.5 MG / Metformin 850 MG Oral Tablet [Vipdomet] Box of 56,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP4777700,alogliptin 12.5 MG / Metformin 850 MG Delayed Release Oral Tablet [Vipdomet] Box of 196,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,vipdomet
OMOP4697152,alogliptin / Metformin Oral Tablet [NESINAMET],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,nesinamet
1368394,alogliptin 12.5 MG / metformin hydrochloride 500 MG [Kazano],Drug,Branded Drug Comp,S,RxNorm,RxNorm (NLM),kazano
OMOP555791,alogliptin 12.5 MG / Metformin 850 MG [Nesina],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP556727,alogliptin 12.5 MG / Metformin 1000 MG Oral Tablet [Nesina],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP556267,alogliptin 12.5 MG / Metformin 500 MG Oral Tablet [Nesina],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP556325,alogliptin 12.5 MG / Metformin 500 MG Oral Tablet [Nesina] Box of 56,Drug,Branded Drug Box,S,RxNorm Extension,OMOP RxNorm Extension,nesina
OMOP1114736,alogliptin 12.5 MG / Metformin 850 MG [Kazano],Drug,Branded Drug Comp,S,RxNorm Extension,OMOP RxNorm Extension,kazano
805670,metformin / repaglinide Oral Tablet [PrandiMet],Drug,Branded Drug Form,S,RxNorm,RxNorm (NLM),prandimet
861788,metformin hydrochloride 500 MG / repaglinide 1 MG [PrandiMet],Drug,Branded Drug Comp,S,RxNorm,RxNorm (NLM),prandimet
861792,metformin hydrochloride 500 MG / repaglinide 2 MG Oral Tablet [PrandiMet],Drug,Branded Drug,S,RxNorm,RxNorm (NLM),prandimet
861789,metformin hydrochloride 500 MG / repaglinide 1 MG Oral Tablet [PrandiMet],Drug,Branded Drug,S,RxNorm,RxNorm (NLM),prandimet
861791,metformin hydrochloride 500 MG / repaglinide 2 MG [PrandiMet],Drug,Branded Drug Comp,S,RxNorm,RxNorm (NLM),prandimet
OMOP4669623,Metformin 500 MG / repaglinide 2 MG Oral Tablet [REPANORM M],Drug,Branded Drug,S,RxNorm Extension,OMOP RxNorm Extension,repanorm m
OMOP4669625,Metformin / repaglinide Oral Tablet [REPANORM M],Drug,Branded Drug Form,S,RxNorm Extension,OMOP RxNorm Extension,repanorm m
